W/L,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,O-FG,O-FGA,O-FG%,O-3P,O-3PA,O-3P%,O-FT,O-FTA,O-FT%,O-ORB,O-TRB,O-AST,O-STL,O-BLK,O-TOV,O-PF
W,38,78,0.487,13,30,0.433,19,25,0.76,10,51,26,3,2,16,17,33,86,0.384,12,45,0.267,15,19,0.789,6,36,22,11,4,9,22
L,43,92,0.467,12,42,0.286,8,14,0.571,14,40,24,9,2,10,15,42,81,0.519,13,29,0.448,16,18,0.889,11,46,23,6,4,16,15
W,48,92,0.522,18,35,0.514,19,22,0.864,9,50,21,9,4,13,19,34,84,0.405,16,43,0.372,19,24,0.792,10,43,25,11,5,18,18
W,40,89,0.449,13,30,0.433,22,23,0.957,8,35,22,6,2,11,20,36,71,0.507,10,29,0.345,23,34,0.676,3,39,26,7,5,18,23
W,47,87,0.54,17,38,0.447,14,22,0.636,7,36,31,6,4,11,25,47,91,0.516,6,19,0.316,24,31,0.774,14,46,19,5,3,10,23
L,34,81,0.42,6,35,0.171,25,31,0.806,13,40,16,12,4,16,16,45,81,0.556,11,28,0.393,10,16,0.625,8,38,27,9,1,19,26
W,46,87,0.529,22,48,0.458,13,18,0.722,12,44,26,6,4,13,17,39,84,0.464,18,41,0.439,17,21,0.81,8,39,30,9,2,12,17
W,40,89,0.449,15,34,0.441,18,26,0.692,12,51,23,10,3,12,15,41,95,0.432,13,37,0.351,14,15,0.933,10,51,18,8,4,13,18
W,41,83,0.494,10,32,0.313,18,22,0.818,9,45,21,7,7,9,22,32,83,0.386,6,29,0.207,20,26,0.769,11,43,17,6,0,14,18
W,50,93,0.538,15,39,0.385,9,11,0.818,8,42,33,9,7,10,24,33,86,0.384,11,31,0.355,20,31,0.645,10,38,18,5,2,14,12
L,37,88,0.42,12,38,0.316,18,19,0.947,13,35,23,8,2,12,15,51,89,0.573,16,33,0.485,15,16,0.938,10,44,32,11,6,10,16
W,47,96,0.49,15,45,0.333,16,20,0.8,9,48,23,4,2,8,27,36,87,0.414,7,28,0.25,28,38,0.737,11,44,18,5,2,12,18
W,39,90,0.433,17,42,0.405,19,21,0.905,11,42,27,4,3,8,18,42,85,0.494,13,38,0.342,13,17,0.765,4,44,19,7,5,11,18
L,44,91,0.484,16,38,0.421,17,20,0.85,11,38,32,5,5,16,19,49,90,0.544,17,40,0.425,21,25,0.84,11,38,35,11,4,9,22
W,38,88,0.432,11,41,0.268,24,28,0.857,12,48,25,6,5,11,16,45,93,0.484,8,35,0.229,3,8,0.375,7,44,29,5,2,12,20
W,45,101,0.446,13,29,0.448,13,18,0.722,12,40,21,9,5,9,28,36,94,0.383,10,34,0.294,29,37,0.784,19,57,15,5,4,18,20
L,38,103,0.369,6,35,0.171,9,14,0.643,17,48,24,11,6,17,24,50,90,0.556,13,35,0.371,14,18,0.778,5,46,32,6,14,17,19
L,37,89,0.416,13,38,0.342,14,17,0.824,11,39,22,7,6,14,15,47,88,0.534,16,31,0.516,14,16,0.875,7,46,32,6,10,13,21
L,42,88,0.477,13,36,0.361,12,21,0.571,11,43,17,9,3,20,22,49,89,0.551,16,33,0.485,16,21,0.762,8,43,35,9,3,16,19
L,44,85,0.518,10,31,0.323,11,16,0.688,9,36,30,11,6,14,17,45,92,0.489,19,45,0.422,15,21,0.714,13,43,34,6,4,15,11
L,42,91,0.462,11,34,0.324,21,27,0.778,10,42,24,8,4,14,31,41,79,0.519,8,25,0.32,33,45,0.733,10,42,22,9,2,14,27
L,39,93,0.419,14,41,0.341,25,33,0.758,15,48,24,11,4,16,19,49,90,0.544,18,41,0.439,19,23,0.826,6,44,25,10,6,15,23
L,48,96,0.5,15,30,0.5,11,17,0.647,11,53,29,1,7,16,20,44,101,0.436,13,32,0.406,24,29,0.828,12,48,22,8,3,6,19
W,34,81,0.42,9,26,0.346,19,23,0.826,9,52,19,6,3,13,17,36,94,0.383,8,30,0.267,8,14,0.571,9,45,21,4,5,10,16
L,39,90,0.433,9,37,0.243,20,24,0.833,11,48,27,3,6,12,18,50,106,0.472,8,25,0.32,10,13,0.769,15,47,33,11,5,7,24
L,36,91,0.396,14,37,0.378,11,16,0.688,9,39,22,16,6,18,21,37,79,0.468,11,28,0.393,23,25,0.92,7,48,32,15,8,24,17
L,36,85,0.424,15,35,0.429,9,14,0.643,8,43,25,5,12,13,20,36,92,0.391,10,31,0.323,15,21,0.714,13,48,26,5,8,11,17
L,40,93,0.43,8,32,0.25,10,12,0.833,10,40,30,14,8,13,21,38,83,0.458,15,35,0.429,25,30,0.833,13,55,21,9,12,16,16
W,39,91,0.429,12,34,0.353,30,37,0.811,14,50,23,14,4,11,22,40,87,0.46,10,33,0.303,20,28,0.714,10,42,21,5,4,20,24
L,39,94,0.415,8,24,0.333,22,25,0.88,16,47,26,8,5,18,28,44,89,0.494,14,30,0.467,28,37,0.757,15,46,21,13,10,15,19
L,37,87,0.425,14,36,0.389,23,33,0.697,11,39,23,12,7,17,22,45,85,0.529,15,34,0.441,18,23,0.783,11,46,32,11,5,21,28
L,35,82,0.427,10,33,0.303,14,18,0.778,4,38,20,3,4,18,29,39,87,0.448,8,16,0.5,32,38,0.842,12,51,20,11,6,10,17
W,41,91,0.451,16,40,0.4,11,15,0.733,7,34,24,10,11,8,25,41,84,0.488,4,16,0.25,18,23,0.783,10,55,20,3,3,19,14
L,40,102,0.392,11,38,0.289,7,11,0.636,15,45,20,4,1,8,21,35,84,0.417,7,22,0.318,23,31,0.742,15,52,26,4,12,13,12
L,43,94,0.457,13,33,0.394,9,11,0.818,9,49,22,6,9,10,21,43,96,0.448,7,26,0.269,18,24,0.75,7,45,28,5,6,7,13
W,41,94,0.436,16,40,0.4,8,9,0.889,10,43,27,10,4,15,15,39,85,0.459,13,34,0.382,12,17,0.706,8,44,28,10,7,17,7
L,47,93,0.505,12,36,0.333,12,22,0.545,13,40,27,12,3,13,15,46,90,0.511,12,33,0.364,16,20,0.8,8,43,25,8,1,15,19
L,42,91,0.462,18,42,0.429,20,28,0.714,7,41,27,9,5,9,27,45,87,0.517,12,34,0.353,25,30,0.833,10,48,30,4,6,14,22
L,41,95,0.432,15,41,0.366,15,19,0.789,16,43,29,8,8,15,24,41,82,0.5,12,23,0.522,25,29,0.862,11,48,23,9,4,15,20
L,45,99,0.455,16,41,0.39,8,14,0.571,9,40,28,10,4,8,18,44,90,0.489,13,36,0.361,19,19,1,12,55,20,4,3,20,17
W,43,82,0.524,16,39,0.41,14,19,0.737,5,40,28,6,8,18,26,38,91,0.418,10,33,0.303,26,31,0.839,10,38,24,6,3,11,22
L,39,93,0.419,16,34,0.471,10,13,0.769,11,38,26,11,4,15,27,42,77,0.545,11,26,0.423,17,21,0.81,6,38,20,8,8,18,14
L,45,107,0.421,15,40,0.375,23,25,0.92,11,44,37,12,8,11,20,49,97,0.505,13,26,0.5,23,27,0.852,10,51,31,5,7,14,18
L,32,83,0.386,9,38,0.237,8,11,0.727,6,43,24,6,9,13,23,28,85,0.329,12,40,0.3,18,22,0.818,15,51,16,8,6,15,16
L,33,82,0.402,16,35,0.457,17,21,0.81,7,43,24,6,3,15,24,33,78,0.423,6,18,0.333,31,38,0.816,11,48,17,4,4,13,25
L,42,98,0.429,19,54,0.352,9,9,1,7,43,35,4,5,14,16,53,99,0.535,20,42,0.476,13,18,0.722,9,52,33,11,5,8,13
L,47,104,0.452,12,38,0.316,20,21,0.952,13,41,28,11,4,17,24,55,93,0.591,10,25,0.4,13,16,0.813,7,43,28,11,5,21,15
L,41,95,0.432,11,35,0.314,19,29,0.655,12,50,23,9,10,18,29,44,98,0.449,13,33,0.394,27,34,0.794,15,57,27,6,6,16,24
L,35,93,0.376,8,35,0.229,21,24,0.875,10,44,21,12,4,15,22,44,89,0.494,7,27,0.259,23,24,0.958,8,47,27,7,5,16,18
L,39,96,0.406,9,40,0.225,15,18,0.833,12,45,25,11,2,19,18,51,98,0.52,17,39,0.436,16,21,0.762,13,54,33,14,7,17,18
W,51,95,0.537,19,40,0.475,14,16,0.875,7,38,28,11,10,11,20,43,100,0.43,6,32,0.188,13,24,0.542,19,51,28,7,6,18,18
L,44,86,0.512,10,26,0.385,23,31,0.742,19,56,23,5,7,18,24,43,89,0.483,13,40,0.325,26,30,0.867,7,34,26,6,5,8,18
W,36,73,0.493,13,38,0.342,29,39,0.744,5,45,24,6,4,12,22,39,89,0.438,17,45,0.378,17,21,0.81,9,42,22,6,3,11,29
L,47,90,0.522,11,35,0.314,16,22,0.727,8,34,28,9,6,12,21,50,87,0.575,13,26,0.5,24,28,0.857,10,43,37,3,3,13,16
W,44,93,0.473,11,34,0.324,24,35,0.686,11,38,22,14,4,12,16,45,85,0.529,15,36,0.417,14,19,0.737,9,47,29,6,6,22,30
L,37,79,0.468,13,35,0.371,14,18,0.778,5,39,22,8,6,19,19,43,86,0.5,14,27,0.519,13,17,0.765,6,40,29,8,1,18,19
L,38,92,0.413,14,39,0.359,13,18,0.722,11,42,24,11,4,12,17,41,87,0.471,21,37,0.568,9,10,0.9,9,47,27,8,10,14,14
L,38,86,0.442,12,38,0.316,20,26,0.769,6,37,24,6,2,12,25,48,99,0.485,16,44,0.364,16,22,0.727,14,53,27,5,6,10,22
W,39,103,0.379,10,38,0.263,19,24,0.792,14,50,30,12,3,9,13,37,87,0.425,17,44,0.386,10,13,0.769,7,47,26,5,9,19,20
L,36,85,0.424,13,40,0.325,22,28,0.786,10,40,26,8,6,11,15,50,92,0.543,18,39,0.462,11,13,0.846,10,41,29,7,7,12,24
L,40,103,0.388,14,44,0.318,13,17,0.765,17,51,23,10,10,15,25,40,85,0.471,10,30,0.333,22,25,0.88,7,50,31,10,7,14,18
W,36,87,0.414,14,40,0.35,16,19,0.842,9,40,25,9,8,12,14,39,82,0.476,11,23,0.478,12,17,0.706,7,41,20,7,6,16,18
L,38,85,0.447,12,33,0.364,20,23,0.87,5,39,21,6,6,11,20,42,95,0.442,19,39,0.487,17,25,0.68,14,53,26,8,4,10,20
L,35,78,0.449,12,36,0.333,31,36,0.861,6,36,17,7,5,9,24,41,81,0.506,12,28,0.429,28,37,0.757,8,42,26,7,7,12,24
W,38,91,0.418,12,32,0.375,28,33,0.848,15,51,22,10,4,14,16,39,88,0.443,9,36,0.25,19,24,0.792,10,42,27,9,8,14,19
L,48,91,0.527,10,28,0.357,31,40,0.775,13,42,30,7,2,12,17,55,93,0.591,14,28,0.5,17,19,0.895,7,35,32,6,7,13,28
L,47,96,0.49,15,42,0.357,27,30,0.9,9,37,30,14,0,14,26,47,87,0.54,19,42,0.452,32,34,0.941,9,45,32,9,5,20,25
W,40,81,0.494,16,36,0.444,25,25,1,3,36,27,7,6,14,14,47,92,0.511,15,38,0.395,8,13,0.615,8,38,30,10,8,13,19
L,30,87,0.345,13,49,0.265,24,33,0.727,11,44,16,13,12,14,20,46,91,0.505,15,36,0.417,20,24,0.833,11,57,31,8,4,18,22
L,34,92,0.37,15,41,0.366,22,31,0.71,10,47,22,13,7,16,17,46,98,0.469,19,40,0.475,19,23,0.826,7,52,26,14,4,16,20
W,42,81,0.519,15,36,0.417,20,29,0.69,10,45,30,8,2,17,22,39,80,0.488,14,34,0.412,19,26,0.731,7,33,33,11,5,14,28
L,36,88,0.409,17,45,0.378,16,21,0.762,6,37,27,6,7,11,21,45,89,0.506,21,42,0.5,13,17,0.765,8,48,31,6,3,14,26
W,51,90,0.567,18,43,0.419,14,19,0.737,12,50,34,5,9,18,16,44,97,0.454,18,42,0.429,14,16,0.875,13,39,28,10,3,10,17
L,46,87,0.529,15,34,0.441,18,22,0.818,9,34,30,7,4,10,21,43,74,0.581,17,33,0.515,25,31,0.806,4,33,29,7,5,14,20
W,40,92,0.435,9,38,0.237,12,20,0.6,11,47,15,13,2,13,19,33,82,0.402,19,47,0.404,11,15,0.733,9,45,24,9,5,20,21
W,37,83,0.446,16,44,0.364,15,21,0.714,8,48,29,7,4,16,21,37,95,0.389,16,57,0.281,14,19,0.737,16,49,24,9,6,11,18
W,45,93,0.484,10,38,0.263,14,25,0.56,12,48,29,10,6,14,20,42,86,0.488,7,31,0.226,16,22,0.727,8,45,24,9,4,17,22
W,43,94,0.457,20,41,0.488,20,29,0.69,16,57,31,5,2,13,21,42,85,0.494,15,38,0.395,15,21,0.714,4,34,28,10,7,10,21
L,48,106,0.453,15,48,0.313,25,32,0.781,13,51,35,17,5,16,30,47,92,0.511,14,36,0.389,32,46,0.696,14,52,34,8,5,21,20
L,49,94,0.521,19,39,0.487,18,22,0.818,12,41,32,7,5,14,22,52,97,0.536,14,29,0.483,21,28,0.75,12,46,30,6,4,13,19
L,41,85,0.482,10,37,0.27,20,30,0.667,9,41,27,7,4,16,24,44,87,0.506,13,32,0.406,20,27,0.741,8,37,27,9,2,14,22
W,47,97,0.485,16,45,0.356,18,24,0.75,12,57,30,5,9,10,20,36,91,0.396,9,36,0.25,15,22,0.682,10,45,20,5,5,13,20
W,45,98,0.459,14,48,0.292,15,21,0.714,11,44,30,16,8,15,22,35,75,0.467,10,23,0.435,20,26,0.769,6,46,21,8,5,28,23
L,34,80,0.425,16,41,0.39,19,32,0.594,11,43,20,3,5,15,17,46,96,0.479,12,36,0.333,10,11,0.909,14,53,30,6,3,12,25
L,39,95,0.411,5,37,0.135,25,34,0.735,20,51,22,8,7,12,19,46,95,0.484,18,42,0.429,14,18,0.778,9,44,27,8,6,14,24
W,49,90,0.544,17,40,0.425,21,25,0.84,11,38,35,11,4,9,22,44,91,0.484,16,38,0.421,17,20,0.85,11,38,32,5,5,16,19
L,38,89,0.427,14,46,0.304,9,12,0.75,7,35,26,10,5,20,22,42,80,0.525,19,42,0.452,10,20,0.5,8,45,30,13,7,24,17
L,44,96,0.458,15,41,0.366,11,15,0.733,10,46,32,8,9,11,23,47,100,0.47,14,34,0.412,11,16,0.688,14,53,36,4,3,16,20
L,32,90,0.356,17,45,0.378,12,14,0.857,10,47,21,12,7,19,28,32,84,0.381,8,31,0.258,28,33,0.848,9,54,21,10,10,18,15
W,34,83,0.41,17,52,0.327,15,21,0.714,9,53,21,7,6,16,22,32,88,0.364,3,36,0.083,16,20,0.8,9,48,21,6,3,15,21
L,38,91,0.418,14,48,0.292,26,27,0.963,10,40,21,6,4,9,29,35,83,0.422,14,38,0.368,36,47,0.766,14,50,26,6,7,12,18
L,36,90,0.4,13,37,0.351,29,38,0.763,8,37,20,13,4,10,26,41,84,0.488,15,29,0.517,29,34,0.853,12,56,19,3,9,19,29
L,39,79,0.494,14,35,0.4,23,32,0.719,10,42,18,6,5,12,19,40,83,0.482,21,40,0.525,22,24,0.917,8,41,30,4,3,10,23
W,53,91,0.582,20,39,0.513,18,22,0.818,12,44,30,8,5,12,20,46,81,0.568,15,34,0.441,16,28,0.571,3,26,36,9,8,11,18
L,39,96,0.406,13,38,0.342,14,22,0.636,13,48,20,8,10,10,22,38,93,0.409,13,46,0.283,17,19,0.895,12,51,30,2,10,15,18
L,40,89,0.449,19,47,0.404,12,12,1,7,43,27,6,5,15,22,38,83,0.458,14,42,0.333,22,25,0.88,8,42,18,9,6,13,14
W,40,88,0.455,20,50,0.4,11,13,0.846,13,40,33,13,6,17,16,42,87,0.483,15,35,0.429,9,12,0.75,14,44,32,11,5,18,15
W,36,86,0.419,21,49,0.429,23,26,0.885,7,43,28,5,8,15,22,38,87,0.437,15,36,0.417,22,29,0.759,12,48,26,6,5,14,20
W,44,88,0.5,12,33,0.364,16,18,0.889,9,46,23,9,6,14,23,31,82,0.378,9,36,0.25,22,27,0.815,8,38,21,6,4,16,16
L,35,88,0.398,16,49,0.327,16,18,0.889,12,41,27,8,3,12,21,39,80,0.488,18,40,0.45,15,17,0.882,8,46,29,4,5,18,19
W,39,84,0.464,17,40,0.425,6,9,0.667,12,45,22,11,3,21,16,33,77,0.429,7,31,0.226,8,10,0.8,4,32,19,13,4,19,14
W,37,90,0.411,15,35,0.429,18,26,0.692,12,45,24,12,8,16,18,35,87,0.402,13,39,0.333,19,22,0.864,12,47,23,10,8,18,23
L,38,93,0.409,14,38,0.368,24,27,0.889,13,39,24,9,6,10,25,40,78,0.513,12,29,0.414,37,45,0.822,7,45,26,5,8,13,25
L,38,94,0.404,22,55,0.4,10,12,0.833,10,46,26,8,8,11,20,40,93,0.43,16,44,0.364,19,26,0.731,14,59,30,9,3,14,14
L,42,86,0.488,13,32,0.406,27,33,0.818,12,35,20,14,2,15,27,43,78,0.551,16,36,0.444,24,31,0.774,11,38,31,7,5,22,25
W,41,90,0.456,12,39,0.308,21,22,0.955,9,48,27,8,5,11,22,33,82,0.402,13,36,0.361,23,28,0.821,6,42,22,8,5,10,18
W,40,83,0.482,20,45,0.444,23,25,0.92,6,40,32,14,4,11,18,41,89,0.461,14,38,0.368,12,14,0.857,9,46,24,4,4,16,22
W,49,97,0.505,13,32,0.406,12,14,0.857,12,41,22,10,6,10,25,39,80,0.488,17,42,0.405,22,29,0.759,8,40,29,5,6,18,19
L,41,97,0.423,13,38,0.342,26,34,0.765,14,38,24,9,5,6,27,42,74,0.568,19,36,0.528,29,33,0.879,4,43,31,1,10,18,25
W,42,77,0.545,20,37,0.541,24,26,0.923,7,37,28,11,2,14,24,37,87,0.425,13,39,0.333,26,29,0.897,19,42,27,7,4,15,18
W,49,93,0.527,19,32,0.594,20,23,0.87,9,46,28,5,5,12,17,42,93,0.452,12,41,0.293,19,23,0.826,12,46,26,7,3,14,20
L,41,83,0.494,9,28,0.321,15,19,0.789,3,32,26,7,8,13,26,39,86,0.453,20,39,0.513,22,28,0.786,14,49,30,8,6,18,22
L,38,91,0.418,10,33,0.303,26,31,0.839,10,38,24,6,3,11,22,43,82,0.524,16,39,0.41,14,19,0.737,5,40,28,6,8,18,26
W,46,91,0.505,17,43,0.395,15,21,0.714,8,44,25,8,6,15,18,40,83,0.482,14,37,0.378,19,25,0.76,5,41,25,10,5,17,17
W,38,78,0.487,12,35,0.343,22,23,0.957,2,37,26,6,6,9,21,35,88,0.398,10,34,0.294,16,23,0.696,15,52,23,6,2,15,23
W,28,85,0.329,12,40,0.3,18,22,0.818,15,51,16,8,6,15,16,32,83,0.386,9,38,0.237,8,11,0.727,6,43,24,6,9,13,23
W,40,81,0.494,14,34,0.412,16,18,0.889,5,39,25,5,5,14,24,33,85,0.388,11,37,0.297,26,35,0.743,11,45,26,8,7,10,21
L,40,93,0.43,11,37,0.297,11,13,0.846,8,38,29,12,11,10,20,33,80,0.413,17,38,0.447,26,30,0.867,12,54,24,5,8,18,15
L,37,74,0.5,20,44,0.455,14,17,0.824,3,32,30,5,3,14,25,37,80,0.463,17,38,0.447,25,29,0.862,11,42,31,6,4,11,21
W,40,89,0.449,16,41,0.39,26,27,0.963,11,48,29,6,8,12,20,39,91,0.429,16,47,0.34,17,20,0.85,7,37,23,4,5,11,24
L,34,77,0.442,12,36,0.333,25,30,0.833,7,34,17,6,5,14,20,48,91,0.527,20,41,0.488,13,21,0.619,12,49,39,11,4,12,28
L,45,91,0.495,21,50,0.42,14,17,0.824,8,28,36,6,1,13,25,45,74,0.608,13,29,0.448,29,40,0.725,9,39,25,6,7,16,20
L,42,96,0.438,17,37,0.459,19,23,0.826,13,50,23,8,4,14,25,39,90,0.433,15,42,0.357,28,35,0.8,12,53,20,8,13,14,26
L,37,96,0.385,15,46,0.326,15,18,0.833,13,47,25,10,6,16,16,39,81,0.481,21,49,0.429,15,19,0.789,8,51,30,10,6,27,22
L,34,90,0.378,12,45,0.267,15,21,0.714,7,38,23,5,7,12,22,44,97,0.454,12,44,0.273,18,23,0.783,14,60,35,6,7,11,20
L,37,86,0.43,12,40,0.3,26,34,0.765,10,30,27,7,6,9,26,38,75,0.507,12,29,0.414,28,32,0.875,13,54,23,8,5,20,30
L,40,83,0.482,21,44,0.477,11,14,0.786,3,31,31,9,4,10,28,34,74,0.459,12,37,0.324,35,41,0.854,9,48,21,7,5,13,16
L,37,95,0.389,15,46,0.326,16,19,0.842,9,37,19,13,3,14,26,39,77,0.506,17,33,0.515,21,28,0.75,7,54,29,8,4,26,19
L,37,87,0.425,10,40,0.25,15,19,0.789,8,44,19,6,5,13,24,41,90,0.456,14,36,0.389,21,26,0.808,10,47,28,7,7,11,21
W,45,89,0.506,24,48,0.5,21,23,0.913,9,45,31,3,6,9,21,41,98,0.418,14,43,0.326,15,18,0.833,17,46,25,5,2,11,19
L,37,90,0.411,12,45,0.267,14,16,0.875,7,38,20,5,4,10,17,43,90,0.478,9,36,0.25,9,9,1,9,47,26,4,3,13,16
L,39,87,0.448,14,42,0.333,25,33,0.758,12,45,17,3,6,12,20,46,97,0.474,10,34,0.294,20,24,0.833,13,47,24,7,11,8,25
L,35,86,0.407,11,36,0.306,23,28,0.821,11,39,21,5,6,13,25,38,75,0.507,15,30,0.5,27,34,0.794,9,43,26,6,6,18,24
L,35,90,0.389,16,46,0.348,17,20,0.85,7,35,21,13,7,7,25,39,86,0.453,14,33,0.424,21,28,0.75,19,64,19,2,6,18,16
W,47,88,0.534,15,35,0.429,21,25,0.84,10,53,26,14,8,12,17,26,79,0.329,11,34,0.324,14,18,0.778,7,38,19,5,4,21,18
W,44,94,0.468,7,33,0.212,8,11,0.727,6,45,22,11,9,13,20,37,94,0.394,12,35,0.343,15,18,0.833,15,54,21,7,5,16,18
L,36,91,0.396,5,33,0.152,24,30,0.8,15,42,17,13,3,12,19,39,79,0.494,18,40,0.45,14,22,0.636,11,49,29,8,7,21,24
L,42,97,0.433,11,34,0.324,18,22,0.818,15,41,19,10,4,10,20,47,87,0.54,12,30,0.4,16,18,0.889,12,49,35,5,3,16,16
W,53,86,0.616,17,32,0.531,12,14,0.857,5,39,29,12,11,17,18,39,86,0.453,15,35,0.429,22,26,0.846,7,32,27,11,5,17,13
L,33,79,0.418,11,34,0.324,19,23,0.826,5,40,19,8,7,15,23,35,88,0.398,9,35,0.257,23,27,0.852,11,46,19,9,4,13,19
L,42,88,0.477,10,39,0.256,9,13,0.692,6,42,16,7,4,13,19,40,84,0.476,13,30,0.433,15,22,0.682,8,39,21,7,2,13,16
W,41,88,0.466,14,30,0.467,21,25,0.84,13,54,21,8,5,12,19,38,89,0.427,17,39,0.436,19,27,0.704,12,41,26,6,7,13,19
W,41,82,0.5,14,35,0.4,17,18,0.944,8,42,24,6,10,14,24,35,77,0.455,8,23,0.348,24,34,0.706,6,35,20,8,4,10,14
W,37,96,0.385,17,38,0.447,21,24,0.875,16,47,23,9,5,13,15,37,82,0.451,14,33,0.424,18,21,0.857,9,46,22,6,8,21,19
W,39,90,0.433,18,47,0.383,18,21,0.857,9,48,23,7,8,10,20,36,91,0.396,13,41,0.317,18,23,0.783,12,50,19,3,6,13,17
L,36,83,0.434,17,44,0.386,14,19,0.737,5,33,31,6,3,7,19,42,75,0.56,16,31,0.516,20,24,0.833,5,44,20,4,4,13,17
W,43,79,0.544,8,29,0.276,18,20,0.9,5,40,32,7,5,12,19,36,83,0.434,10,38,0.263,14,16,0.875,9,37,25,6,3,13,16
L,36,91,0.396,15,43,0.349,16,19,0.842,15,47,24,5,3,13,19,40,83,0.482,18,45,0.4,18,18,1,7,41,30,9,6,10,20
L,40,83,0.482,16,32,0.5,15,18,0.833,7,36,27,10,6,15,19,44,93,0.473,12,35,0.343,21,26,0.808,14,47,22,6,7,11,16
L,42,94,0.447,12,33,0.364,6,9,0.667,11,39,26,12,3,10,15,37,78,0.474,17,41,0.415,15,18,0.833,9,49,20,3,3,20,15
W,42,94,0.447,15,38,0.395,22,31,0.71,13,49,24,11,4,12,23,41,85,0.482,11,29,0.379,21,31,0.677,7,44,32,7,6,14,22
L,40,87,0.46,12,35,0.343,8,13,0.615,7,37,22,10,3,12,15,39,75,0.52,15,34,0.441,12,13,0.923,4,42,28,7,5,18,14
L,47,105,0.448,14,38,0.368,21,27,0.778,18,50,23,9,5,12,30,41,94,0.436,13,30,0.433,36,43,0.837,11,47,29,4,6,13,22
L,36,94,0.383,10,32,0.313,17,24,0.708,13,46,18,10,2,11,21,38,85,0.447,14,43,0.326,19,26,0.731,14,56,24,7,8,17,21
L,35,86,0.407,10,37,0.27,16,19,0.842,9,35,21,10,8,13,22,39,78,0.5,11,32,0.344,26,26,1,9,49,25,10,4,16,17
L,40,90,0.444,12,36,0.333,10,18,0.556,7,32,24,16,1,9,14,45,83,0.542,17,36,0.472,7,10,0.7,8,51,31,4,4,18,15
L,42,85,0.494,13,38,0.342,13,17,0.765,4,44,19,7,5,11,18,39,90,0.433,17,42,0.405,19,21,0.905,11,42,27,4,3,8,18
L,39,97,0.402,12,38,0.316,23,29,0.793,16,48,21,8,4,12,12,48,95,0.505,15,37,0.405,14,18,0.778,10,47,34,8,3,13,19
W,48,95,0.505,10,25,0.4,25,29,0.862,8,48,28,8,8,10,18,49,95,0.516,10,27,0.37,11,18,0.611,5,42,27,6,8,11,20
W,47,100,0.47,14,34,0.412,11,16,0.688,14,53,36,4,3,16,20,44,96,0.458,15,41,0.366,11,15,0.733,10,46,32,8,9,11,23
L,38,89,0.427,11,36,0.306,8,8,1,4,47,26,5,10,15,23,36,94,0.383,5,24,0.208,21,29,0.724,13,56,15,11,4,8,16
L,40,87,0.46,10,24,0.417,17,23,0.739,7,39,25,8,4,10,18,46,82,0.561,14,26,0.538,15,20,0.75,7,47,25,4,3,17,24
L,36,85,0.424,13,34,0.382,18,26,0.692,8,45,23,3,8,13,20,41,101,0.406,14,33,0.424,13,16,0.813,16,58,27,8,7,13,20
L,44,105,0.419,6,19,0.316,15,21,0.714,14,45,23,13,4,7,16,49,89,0.551,21,41,0.512,11,19,0.579,9,57,29,4,11,19,18
W,44,96,0.458,20,40,0.5,8,11,0.727,11,44,23,9,3,10,13,43,86,0.5,15,35,0.429,12,13,0.923,7,45,29,6,7,13,16
W,43,92,0.467,16,35,0.457,16,17,0.941,6,40,28,4,3,6,15,43,86,0.5,10,30,0.333,13,21,0.619,9,48,21,2,4,13,20
W,44,101,0.436,13,32,0.406,24,29,0.828,12,48,22,8,3,6,19,48,96,0.5,15,30,0.5,11,17,0.647,11,53,29,1,7,16,20
L,36,94,0.383,8,30,0.267,8,14,0.571,9,45,21,4,5,10,16,34,81,0.42,9,26,0.346,19,23,0.826,9,52,19,6,3,13,17
W,41,95,0.432,10,35,0.286,20,22,0.909,7,46,26,8,5,4,20,36,83,0.434,7,26,0.269,23,29,0.793,7,52,18,1,5,13,20
L,42,92,0.457,9,31,0.29,12,16,0.75,10,41,26,10,4,10,17,42,86,0.488,13,33,0.394,12,19,0.632,10,49,25,6,6,18,16
W,40,100,0.4,5,24,0.208,18,23,0.783,17,58,19,10,7,12,21,31,84,0.369,12,32,0.375,17,27,0.63,12,51,20,6,9,22,20
W,48,90,0.533,15,33,0.455,14,16,0.875,12,48,33,6,6,12,17,39,90,0.433,10,35,0.286,16,19,0.842,8,34,20,9,6,13,15
L,35,94,0.372,4,33,0.121,25,31,0.806,12,43,17,7,2,10,15,46,91,0.505,15,38,0.395,14,20,0.7,10,54,31,6,2,14,22
L,41,89,0.461,12,28,0.429,23,30,0.767,9,49,21,3,5,7,18,45,93,0.484,14,39,0.359,18,20,0.9,7,42,23,3,2,5,21
W,48,96,0.5,15,31,0.484,10,11,0.909,5,44,27,11,5,8,14,39,92,0.424,14,42,0.333,9,14,0.643,12,50,23,5,5,14,14
W,46,82,0.561,8,28,0.286,10,16,0.625,9,46,22,5,4,19,16,42,98,0.429,10,30,0.333,12,14,0.857,13,39,15,10,4,10,14
W,44,81,0.543,10,23,0.435,21,26,0.808,9,41,29,8,1,12,18,41,78,0.526,14,31,0.452,13,20,0.65,7,37,25,8,5,15,15
